customer_id,customer_name,email,city,signup_date
58,Customer_58,customer58@example.com,Lagos,2021-09-28
59,Customer_59,customer59@example.com,Lagos,2023-04-07
60,Customer_60,customer60@example.com,Abuja,2021-02-14
61,Customer_61,customer61@example.com,Abuja,2023-01-18
62,Customer_62,customer62@example.com,Abuja,2022-04-16
63,Customer_63,customer63@example.com,Benin,2022-07-04
64,Customer_64,customer64@example.com,Abuja,2021-05-08
65,Customer_65,customer65@example.com,Abuja,2022-01-23
66,Customer_66,customer66@example.com,Ibadan,2021-03-22
67,Customer_67,customer67@example.com,Lagos,2022-07-20
68,Customer_68,customer68@example.com,Benin,2021-10-28
69,Customer_69,customer69@example.com,Lagos,2023-04-30
70,Customer_70,customer70@example.com,,2022-10-06
71,Customer_71,customer71@example.com,Benin,2022-09-26
72,Customer_72,customer72@example.com,Lagos,2023-06-02
73,Customer_73,customer73@example.com,Lagos,2022-01-06
74,Customer_74,customer74@example.com,Benin,2022-08-15
75,Customer_75,customer75@example.com,Port Harcourt,2021-07-16
76,Customer_76,customer76@example.com,Port Harcourt,2022-12-23
77,Customer_77,customer77@example.com,Benin,2021-03-13
78,Customer_78,customer78@example.com,Lagos,2021-02-16
79,Customer_79,customer79@example.com,Abuja,2022-11-09
80,Customer_80,customer80@example.com,Lagos,2021-08-22
81,Customer_81,customer81@example.com,Benin,2023-03-03
82,Customer_82,customer82@example.com,Port Harcourt,2021-10-24
83,Customer_83,customer83@example.com,Abuja,2021-03-23
84,Customer_84,customer84@example.com,Lagos,2023-05-26
85,Customer_85,customer85@example.com,Abuja,2021-08-27
86,Customer_86,customer86@example.com,Abuja,2023-06-07
87,Customer_87,customer87@example.com,Port Harcourt,2021-04-14
88,Customer_88,,Port Harcourt,2022-01-25
89,Customer_89,customer89@example.com,Benin,2021-10-12
90,Customer_90,customer90@example.com,Ibadan,2022-04-10
91,Customer_91,customer91@example.com,Lagos,2022-10-13
92,Customer_92,customer92@example.com,Port Harcourt,2023-05-05
93,Customer_93,customer93@example.com,Benin,2022-01-09
94,Customer_94,customer94@example.com,Ibadan,2021-06-16
95,Customer_95,customer95@example.com,Benin,2022-01-15
96,Customer_96,customer96@example.com,Ibadan,2021-12-30
97,Customer_97,customer97@example.com,Ibadan,2021-08-03
98,Customer_98,customer98@example.com,Ibadan,2022-11-18
99,Customer_99,customer99@example.com,Lagos,2021-10-01
100,Customer_100,customer100@example.com,Lagos,2022-12-20
101,Customer_101,customer101@example.com,Lagos,2022-12-01
102,Customer_102,customer102@example.com,Port Harcourt,2022-10-26
103,Customer_103,customer103@example.com,Abuja,2021-03-15
104,Customer_104,customer104@example.com,Ibadan,2022-09-16
105,Customer_105,customer105@example.com,,2022-10-13
106,Customer_106,customer106@example.com,Lagos,2021-06-25
107,Customer_107,customer107@example.com,Ibadan,2022-07-01
108,Customer_108,customer108@example.com,Benin,2023-01-17
109,Customer_109,customer109@example.com,Lagos,2021-09-08
110,Customer_110,customer110@example.com,Lagos,2021-06-17
111,Customer_111,customer111@example.com,Abuja,2022-04-19
112,Customer_112,customer112@example.com,Lagos,2022-01-24
113,Customer_113,customer113@example.com,,2021-10-04
114,Customer_114,customer114@example.com,Benin,2022-10-18
115,Customer_115,customer115@example.com,Port Harcourt,2022-12-06
116,Customer_116,customer116@example.com,Benin,2022-07-25
117,Customer_117,customer117@example.com,Benin,2021-08-13
118,Customer_118,customer118@example.com,Lagos,2022-12-03
119,Customer_119,customer119@example.com,Benin,2021-11-29
120,Customer_120,customer120@example.com,Ibadan,2023-05-14
121,Customer_121,customer121@example.com,Benin,2023-02-26
122,Customer_122,customer122@example.com,Benin,2023-03-06
123,Customer_123,customer123@example.com,Abuja,2021-02-27
124,Customer_124,customer124@example.com,Lagos,2021-08-23
125,Customer_125,customer125@example.com,Lagos,2023-04-22
126,Customer_126,customer126@example.com,Ibadan,2021-02-02
127,Customer_127,customer127@example.com,Benin,2023-04-05
128,Customer_128,customer128@example.com,Benin,2021-11-20
129,Customer_129,customer129@example.com,Lagos,2022-02-15
130,Customer_130,customer130@example.com,Ibadan,2021-10-02
131,Customer_131,customer131@example.com,Ibadan,2021-03-09
132,Customer_132,customer132@example.com,Lagos,2021-08-05
133,Customer_133,customer133@example.com,Lagos,2022-08-04
134,Customer_134,customer134@example.com,Abuja,2023-06-17
135,Customer_135,customer135@example.com,,2023-01-06
136,Customer_136,customer136@example.com,Abuja,2021-11-19
137,Customer_137,customer137@example.com,Ibadan,2021-08-06
138,Customer_138,customer138@example.com,Port Harcourt,2022-11-03
139,Customer_139,customer139@example.com,Abuja,2022-05-27
140,Customer_140,customer140@example.com,,2022-02-10
141,Customer_141,customer141@example.com,,2022-10-21
142,Customer_142,customer142@example.com,Abuja,2022-04-15
143,Customer_143,customer143@example.com,Ibadan,2021-05-27
144,Customer_144,customer144@example.com,Abuja,2021-09-29
145,Customer_145,customer145@example.com,Abuja,2021-05-23
146,Customer_146,customer146@example.com,Lagos,2021-09-10
147,Customer_147,customer147@example.com,Port Harcourt,2023-02-02
148,Customer_148,customer148@example.com,Ibadan,2022-07-29
149,Customer_149,customer149@example.com,Lagos,2022-07-06
150,Customer_150,customer150@example.com,Abuja,2021-09-27
151,Customer_151,customer151@example.com,,2023-02-04
152,Customer_152,customer152@example.com,Lagos,2022-08-22
153,Customer_153,customer153@example.com,Lagos,2022-03-15
154,Customer_154,customer154@example.com,Ibadan,2022-08-21
155,Customer_155,,,2022-02-13
156,Customer_156,customer156@example.com,Lagos,2022-01-06
157,Customer_157,customer157@example.com,Port Harcourt,2021-08-13
158,Customer_158,customer158@example.com,Benin,2021-05-22
159,Customer_159,customer159@example.com,Lagos,2022-06-06
160,Customer_160,customer160@example.com,Port Harcourt,2022-05-21
161,Customer_161,customer161@example.com,Abuja,2021-04-04
162,Customer_162,customer162@example.com,Port Harcourt,2023-02-13
163,Customer_163,customer163@example.com,Port Harcourt,2021-02-18
164,Customer_164,customer164@example.com,Ibadan,2023-06-01
165,Customer_165,customer165@example.com,Lagos,2021-04-23
166,Customer_166,,Benin,2021-06-06
167,Customer_167,customer167@example.com,Abuja,2022-10-05
168,Customer_168,customer168@example.com,Lagos,2021-06-13
169,Customer_169,customer169@example.com,Lagos,2023-03-23
170,Customer_170,customer170@example.com,Ibadan,2022-11-28
171,Customer_171,customer171@example.com,Port Harcourt,2022-03-09
172,Customer_172,customer172@example.com,Lagos,2022-09-03
173,Customer_173,customer173@example.com,Ibadan,2021-03-07
174,Customer_174,,Lagos,2022-01-30
175,Customer_175,customer175@example.com,Port Harcourt,2022-01-26
176,Customer_176,customer176@example.com,Lagos,2022-09-03
177,Customer_177,customer177@example.com,Port Harcourt,2022-04-25
178,Customer_178,customer178@example.com,Abuja,2022-06-26
179,Customer_179,customer179@example.com,,2021-09-15
180,Customer_180,customer180@example.com,Lagos,2022-07-21
181,Customer_181,customer181@example.com,Abuja,2023-06-01
182,Customer_182,customer182@example.com,Lagos,2021-01-12
183,Customer_183,customer183@example.com,,2022-11-28
184,Customer_184,customer184@example.com,Benin,2023-01-09
185,Customer_185,customer185@example.com,Abuja,2021-04-28
186,Customer_186,customer186@example.com,Port Harcourt,2022-11-30
187,Customer_187,customer187@example.com,Benin,2022-07-04
188,Customer_188,customer188@example.com,Ibadan,2023-02-08
189,Customer_189,customer189@example.com,Ibadan,2021-10-01
190,Customer_190,customer190@example.com,Lagos,2023-02-27
191,Customer_191,customer191@example.com,Lagos,2022-10-19
192,Customer_192,customer192@example.com,Benin,2021-12-15
193,Customer_193,customer193@example.com,,2021-04-25
194,Customer_194,customer194@example.com,Port Harcourt,2021-10-28
195,Customer_195,,Abuja,2022-03-22
196,Customer_196,customer196@example.com,Abuja,2021-06-11
197,Customer_197,customer197@example.com,Port Harcourt,2022-04-10
198,Customer_198,customer198@example.com,Benin,2021-01-04
199,Customer_199,customer199@example.com,Benin,2023-01-10
200,Customer_200,customer200@example.com,Benin,2023-06-16
201,Customer_201,customer201@example.com,Port Harcourt,2023-01-07
202,Customer_202,customer202@example.com,Lagos,2021-09-27
203,Customer_203,customer203@example.com,Lagos,2022-05-28
204,Customer_204,customer204@example.com,Benin,2023-02-20
205,Customer_205,customer205@example.com,Port Harcourt,2021-07-02
206,Customer_206,customer206@example.com,Lagos,2022-06-04
207,Customer_207,customer207@example.com,Lagos,2021-04-19
208,Customer_208,customer208@example.com,Port Harcourt,2023-06-11
209,Customer_209,customer209@example.com,Lagos,2022-10-03
210,Customer_210,customer210@example.com,Lagos,2021-11-02
211,Customer_211,customer211@example.com,Ibadan,2023-05-12
212,Customer_212,customer212@example.com,Port Harcourt,2022-10-17
213,Customer_213,customer213@example.com,Port Harcourt,2022-06-04
214,Customer_214,customer214@example.com,Lagos,2022-09-16
215,Customer_215,customer215@example.com,Port Harcourt,2021-07-23
216,Customer_216,customer216@example.com,Lagos,2021-06-06
217,Customer_217,customer217@example.com,Abuja,2022-01-18
218,Customer_218,customer218@example.com,Port Harcourt,2023-02-20
219,Customer_219,customer219@example.com,Port Harcourt,2021-06-15
220,Customer_220,customer220@example.com,Benin,2022-07-07
221,Customer_221,customer221@example.com,Port Harcourt,2023-03-09
222,Customer_222,customer222@example.com,Ibadan,2022-06-28
223,Customer_223,customer223@example.com,Lagos,2021-01-01
224,Customer_224,customer224@example.com,Abuja,2022-09-06
225,Customer_225,customer225@example.com,Abuja,2021-11-28
226,Customer_226,customer226@example.com,Lagos,2022-05-16
227,Customer_227,customer227@example.com,,2021-01-20
228,Customer_228,customer228@example.com,Abuja,2021-04-25
229,Customer_229,customer229@example.com,Benin,2022-01-07
230,Customer_230,customer230@example.com,Port Harcourt,2023-06-19
231,Customer_231,customer231@example.com,Benin,2023-05-02
232,Customer_232,customer232@example.com,Ibadan,2023-04-07
233,Customer_233,customer233@example.com,Ibadan,2021-11-11
234,Customer_234,customer234@example.com,Ibadan,2021-09-03
235,Customer_235,customer235@example.com,Lagos,2021-03-01
236,Customer_236,customer236@example.com,Port Harcourt,2021-09-04
237,Customer_237,customer237@example.com,Abuja,2023-06-19
238,Customer_238,customer238@example.com,Lagos,2022-08-04
239,Customer_239,customer239@example.com,Port Harcourt,2021-03-22
240,Customer_240,customer240@example.com,Lagos,2021-03-29
241,Customer_241,customer241@example.com,,2023-01-20
242,Customer_242,customer242@example.com,,2022-05-13
243,Customer_243,customer243@example.com,,2023-04-16
244,Customer_244,customer244@example.com,Abuja,2021-03-12
245,Customer_245,customer245@example.com,Lagos,2023-02-18
246,Customer_246,customer246@example.com,,2022-06-30
247,Customer_247,customer247@example.com,Ibadan,2023-02-24
248,Customer_248,customer248@example.com,,2021-05-09
249,Customer_249,customer249@example.com,,2021-05-12
250,Customer_250,customer250@example.com,Benin,2022-11-07
251,Customer_251,customer251@example.com,Abuja,2022-05-02
252,Customer_252,,Abuja,2022-07-17
253,Customer_253,customer253@example.com,Benin,2021-06-19
254,Customer_254,customer254@example.com,Abuja,2021-09-29
255,Customer_255,customer255@example.com,Lagos,2022-06-25
256,Customer_256,customer256@example.com,Ibadan,2023-06-13
257,Customer_257,customer257@example.com,,2022-09-14
258,Customer_258,customer258@example.com,Port Harcourt,2022-03-10
259,Customer_259,customer259@example.com,Ibadan,2021-08-05
260,Customer_260,customer260@example.com,Lagos,2022-07-07
261,Customer_261,customer261@example.com,Port Harcourt,2023-02-13
262,Customer_262,customer262@example.com,,2023-01-18
263,Customer_263,,Lagos,2022-12-08
264,Customer_264,customer264@example.com,Ibadan,2021-07-25
265,Customer_265,customer265@example.com,Benin,2023-01-01
266,Customer_266,customer266@example.com,Port Harcourt,2021-11-16
267,Customer_267,customer267@example.com,Port Harcourt,2022-02-13
268,Customer_268,customer268@example.com,Port Harcourt,2022-11-19
269,Customer_269,customer269@example.com,Abuja,2022-10-28
270,Customer_270,customer270@example.com,Abuja,2022-01-18
271,Customer_271,customer271@example.com,Benin,2022-03-25
272,Customer_272,customer272@example.com,Benin,2022-06-14
273,Customer_273,customer273@example.com,Benin,2022-04-08
274,Customer_274,customer274@example.com,,2021-05-04
275,Customer_275,customer275@example.com,Ibadan,2021-09-11
276,Customer_276,customer276@example.com,Ibadan,2021-08-19
277,Customer_277,customer277@example.com,Benin,2021-03-07
278,Customer_278,customer278@example.com,Port Harcourt,2021-12-13
279,Customer_279,customer279@example.com,Port Harcourt,2021-01-22
280,Customer_280,customer280@example.com,Benin,2022-08-26
281,Customer_281,,Benin,2022-07-22
282,Customer_282,customer282@example.com,Abuja,2021-08-24
283,Customer_283,customer283@example.com,Abuja,2022-08-26
284,Customer_284,customer284@example.com,Lagos,2021-08-14
285,Customer_285,customer285@example.com,Ibadan,2021-01-08
286,Customer_286,customer286@example.com,Lagos,2021-03-14
287,Customer_287,customer287@example.com,Ibadan,2022-12-26
288,Customer_288,customer288@example.com,Ibadan,2022-10-09
289,Customer_289,customer289@example.com,Abuja,2021-03-02
290,Customer_290,customer290@example.com,Ibadan,2021-08-23
291,Customer_291,customer291@example.com,Lagos,2021-03-11
292,Customer_292,customer292@example.com,Lagos,2021-02-02
293,Customer_293,customer293@example.com,Benin,2023-05-31
294,Customer_294,customer294@example.com,Abuja,2021-12-05
295,Customer_295,customer295@example.com,Lagos,2021-03-14
296,Customer_296,customer296@example.com,Ibadan,2022-06-11
297,Customer_297,customer297@example.com,Benin,2021-09-01
298,Customer_298,customer298@example.com,Lagos,2021-10-13
299,Customer_299,customer299@example.com,Port Harcourt,2022-11-17
300,Customer_300,customer300@example.com,Lagos,2022-05-13
301,Customer_301,customer301@example.com,Lagos,2021-08-08
302,Customer_302,customer302@example.com,Ibadan,2022-07-07
303,Customer_303,customer303@example.com,Ibadan,2021-05-16
304,Customer_304,customer304@example.com,Port Harcourt,2023-01-11
305,Customer_305,customer305@example.com,Port Harcourt,2022-08-08
306,Customer_306,customer306@example.com,,2022-08-14
307,Customer_307,customer307@example.com,Ibadan,2022-04-30
308,Customer_308,customer308@example.com,Abuja,2021-09-06
309,Customer_309,customer309@example.com,Benin,2023-03-15
310,Customer_310,customer310@example.com,Abuja,2022-04-30
311,Customer_311,customer311@example.com,Ibadan,2023-04-07
312,Customer_312,customer312@example.com,Lagos,2022-02-21
313,Customer_313,customer313@example.com,Lagos,2021-07-14
314,Customer_314,customer314@example.com,,2021-04-07
315,Customer_315,customer315@example.com,Benin,2021-04-10
316,Customer_316,customer316@example.com,Port Harcourt,2022-11-06
317,Customer_317,customer317@example.com,Ibadan,2022-03-18
318,Customer_318,customer318@example.com,Lagos,2021-12-29
319,Customer_319,customer319@example.com,Lagos,2022-03-10
320,Customer_320,customer320@example.com,Abuja,2022-02-25
